psc_type,portfolio_group,portfolio,psc_code,psc_code_start_date,psc_code_end_date,psc_code_short_name,psc_code_long_name,psc_code_includes,psc_code_excludes,psc_code_notes
Service,Facility Related Services,Leases & Purchases,X1BB,10/1/11,,LEASE/RENTAL OF AIR TRAFFIC CONTROL TRAINING FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1BC,10/1/11,,LEASE/RENTAL OF RADAR AND NAVIGATIONAL FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1BD,10/1/11,,LEASE/RENTAL OF AIRPORT RUNWAYS AND TAXIWAYS,,,,
Service,Facility Related Services,Leases & Purchases,X1BE,10/1/11,,LEASE/RENTAL OF AIRPORT TERMINALS,,,,
Service,Facility Related Services,Leases & Purchases,X1BF,10/1/11,,LEASE/RENTAL OF MISSILE SYSTEM FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1BG,10/1/11,,LEASE/RENTAL OF ELECTRONIC AND COMMUNICATIONS FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1BZ,10/1/11,,LEASE/RENTAL OF OTHER AIRFIELD STRUCTURES,,,,
Service,Facility Related Services,Leases & Purchases,X1CA,10/1/11,,LEASE/RENTAL OF SCHOOLS,,,,
Service,Facility Related Services,Leases & Purchases,X1CZ,10/1/11,,LEASE/RENTAL OF OTHER EDUCATIONAL BUILDINGS,,,,
Service,Facility Related Services,Leases & Purchases,X1DA,10/1/11,,LEASE/RENTAL OF HOSPITALS AND INFIRMARIES,,,,
Service,Facility Related Services,Leases & Purchases,X1DB,10/1/11,,LEASE/RENTAL OF LABORATORIES AND CLINICS,,,,
Service,Facility Related Services,Leases & Purchases,X1DZ,10/1/11,,LEASE/RENTAL OF OTHER HOSPITAL BUILDINGS,,,,
Service,Facility Related Services,Leases & Purchases,X1EA,10/1/11,,LEASE/RENTAL OF AMMUNITION FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1EB,10/1/11,,LEASE/RENTAL OF MAINTENANCE BUILDINGS,,,,
Service,Facility Related Services,Leases & Purchases,X1EC,10/1/11,,LEASE/RENTAL OF PRODUCTION BUILDINGS,,,,
Service,Facility Related Services,Leases & Purchases,X1ED,10/1/11,,LEASE/RENTAL OF SHIP CONSTRUCTION AND REPAIR FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1EE,10/1/11,,LEASE/RENTAL OF TANK AUTOMOTIVE FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1EZ,10/1/11,,LEASE/RENTAL OF OTHER INDUSTRIAL BUILDINGS,,,,
Service,Facility Related Services,Leases & Purchases,X1FA,10/1/11,,LEASE/RENTAL OF FAMILY HOUSING FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1FB,10/1/11,,LEASE/RENTAL OF RECREATIONAL BUILDINGS,,,,
Service,Facility Related Services,Leases & Purchases,X1FC,10/1/11,,LEASE/RENTAL OF TROOP HOUSING FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1FD,10/1/11,,LEASE/RENTAL OF DINING FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1FE,10/1/11,,LEASE/RENTAL OF RELIGIOUS FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1FF,10/1/11,,LEASE/RENTAL OF PENAL FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1FZ,10/1/11,,LEASE/RENTAL OF OTHER RESIDENTIAL BUILDINGS,,,,
Service,Facility Related Services,Leases & Purchases,X1GA,10/1/11,,LEASE/RENTAL OF AMMUNITION STORAGE BUILDINGS,,,,
Service,Facility Related Services,Leases & Purchases,X1GB,10/1/11,,LEASE/RENTAL OF FOOD OR GRAIN STORAGE BUILDINGS,,,,
Service,Facility Related Services,Leases & Purchases,X1GC,10/1/11,,LEASE/RENTAL OF FUEL STORAGE BUILDINGS,,,,
Service,Facility Related Services,Leases & Purchases,X1GD,10/1/11,,LEASE/RENTAL OF OPEN STORAGE FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1GZ,10/1/11,,LEASE/RENTAL OF OTHER WAREHOUSE BUILDINGS,,,,
Service,Facility Related Services,Leases & Purchases,X1HA,10/1/11,,LEASE/RENTAL OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1HB,10/1/11,,LEASE/RENTAL OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1HC,10/1/11,,LEASE/RENTAL OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES,,,,
Service,Facility Related Services,Leases & Purchases,X1HZ,10/1/11,,LEASE/RENTAL OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES,,,,
Service,Facility Related Services,Leases & Purchases,X1JA,10/1/11,,LEASE/RENTAL OF MUSEUMS AND EXHIBITION BUILDINGS,,,,
Service,Facility Related Services,Leases & Purchases,X1JB,10/1/11,,LEASE/RENTAL OF TESTING AND MEASUREMENT BUILDINGS,,,,
Service,Facility Related Services,Leases & Purchases,X1JZ,10/1/11,,LEASE/RENTAL OF MISCELLANEOUS BUILDINGS,,,,
Service,Facility Related Services,Leases & Purchases,X1KA,10/1/11,,LEASE/RENTAL OF DAMS,,,,
Service,Facility Related Services,Leases & Purchases,X1KB,10/1/11,,LEASE/RENTAL OF CANALS,,,,
Service,Facility Related Services,Leases & Purchases,X1KC,10/1/11,,LEASE/RENTAL OF MINE FIRE CONTROL FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1KD,10/1/11,,LEASE/RENTAL OF MINE SUBSIDENCE CONTROL FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1KE,10/1/11,,LEASE/RENTAL OF SURFACE MINE RECLAMATION FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1KF,10/1/11,,LEASE/RENTAL OF DREDGING FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1KZ,10/1/11,,LEASE/RENTAL OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1LA,10/1/11,,LEASE/RENTAL OF AIRPORT SERVICE ROADS,,,,
Service,Facility Related Services,Leases & Purchases,X1LB,10/1/11,,"LEASE/RENTAL OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS",,RESURFACING,,
Service,Facility Related Services,Leases & Purchases,X1LC,10/1/11,,LEASE/RENTAL OF TUNNELS AND SUBSURFACE STRUCTURES,,,,
Service,Facility Related Services,Leases & Purchases,X1LZ,10/1/11,,LEASE/RENTAL OF PARKING FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1MA,10/1/11,,LEASE/RENTAL OF EPG FACILITIES - COAL,,,,
Service,Facility Related Services,Leases & Purchases,X1MB,10/1/11,,LEASE/RENTAL OF EPG FACILITIES - GAS,,,,
Service,Facility Related Services,Leases & Purchases,X1MC,10/1/11,,LEASE/RENTAL OF EPG FACILITIES - GEOTHERMAL,,,,
Service,Facility Related Services,Leases & Purchases,X1MD,10/1/11,,LEASE/RENTAL OF EPG FACILITIES - HYDRO,,,,
Service,Facility Related Services,Leases & Purchases,X1ME,10/1/11,,LEASE/RENTAL OF EPG FACILITIES - NUCLEAR,,,,
Service,Facility Related Services,Leases & Purchases,X1MF,10/1/11,,LEASE/RENTAL OF EPG FACILITIES - PETROLEUM,,,,
Service,Facility Related Services,Leases & Purchases,X1MG,10/1/11,,LEASE/RENTAL OF EPG FACILITIES - SOLAR,,,,
Service,Facility Related Services,Leases & Purchases,X1MH,10/1/11,,LEASE/RENTAL OF EPG FACILITIES - WIND,,,,
Service,Facility Related Services,Leases & Purchases,X1MZ,10/1/11,,"LEASE/RENTAL OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION",,,,
Service,Facility Related Services,Leases & Purchases,X1NA,10/1/11,,LEASE/RENTAL OF FUEL SUPPLY FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1NB,10/1/11,,LEASE/RENTAL OF HEATING AND COOLING PLANTS,,,,
Service,Facility Related Services,Leases & Purchases,X1NC,10/1/11,,LEASE/RENTAL OF POLLUTION ABATEMENT AND CONTROL FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1ND,10/1/11,,LEASE/RENTAL OF SEWAGE AND WASTE FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1NE,10/1/11,,LEASE/RENTAL OF WATER SUPPLY FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1NZ,10/1/11,,LEASE/RENTAL OF OTHER UTILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1PA,10/1/11,,LEASE/RENTAL OF RECREATION FACILITIES (NON-BUILDING),,,,
Service,Facility Related Services,Leases & Purchases,X1PB,10/1/11,,LEASE/RENTAL OF EXHIBIT DESIGN (NON-BUILDING),,,,
Service,Facility Related Services,Leases & Purchases,X1PC,10/1/11,,LEASE/RENTAL OF UNIMPROVED REAL PROPERTY (LAND),,,,
Service,Facility Related Services,Leases & Purchases,X1PD,10/1/11,,LEASE/RENTAL OF WASTE TREATMENT AND STORAGE FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1PZ,10/1/11,,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,,,,
Service,Facility Related Services,Leases & Purchases,X1QA,10/1/11,,LEASE/RENTAL OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),,"ALL ACTIONS NECESSARY TO RESTORE, REHABILITATE, OR RECLAIM PROPERTY",,
Service,Facility Related Services,Machinery & Equipment Maintenance,H122,10/1/11,,QUALITY CONTROL- RAILWAY EQUIPMENT,Quality Control Services: Railway Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H132,10/1/11,,QUALITY CONTROL- WOODWORKING MACHINERY AND EQUIPMENT,Quality Control Services: Woodworking Machinery and Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H134,10/1/11,,QUALITY CONTROL- METALWORKING MACHINERY,Quality Control Services: Metalworking Machinery,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H135,10/1/11,,QUALITY CONTROL- SERVICE AND TRADE EQUIPMENT,Quality Control Services: Service and Trade Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H136,10/1/11,,QUALITY CONTROL- SPECIAL INDUSTRY MACHINERY,Quality Control Services: Special Industry Machinery,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H137,10/1/11,,QUALITY CONTROL- AGRICULTURAL MACHINERY AND EQUIPMENT,Quality Control Services: Agricultural Machinery and Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H138,10/1/11,,"QUALITY CONTROL- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT","Quality Control Services: Construction, Mining, Excavating, and Highway Maintenance Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H139,10/1/11,,QUALITY CONTROL- MATERIALS HANDLING EQUIPMENT,Quality Control Services: Materials Handling Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H140,10/1/11,,"QUALITY CONTROL- ROPE, CABLE, CHAIN, AND FITTINGS","Quality Control Services: Rope, Cable, Chain, and Fittings",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H141,10/1/11,,"QUALITY CONTROL- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","Quality Control Services: Refrigeration, Air Conditioning, and Air Circulating Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H142,10/1/11,,QUALITY CONTROL- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS,"Quality Control Services: Fire Fighting, Rescue, and Safety Equipment; and Environmental Protection Equipment and Materials",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H145,10/1/11,,"QUALITY CONTROL- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","Quality Control Services: Plumbing, Heating, and Waste Disposal Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H149,10/1/11,,QUALITY CONTROL- MAINTENANCE AND REPAIR SHOP EQUIPMENT,Quality Control Services: Maintenance and Repair Shop Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H151,10/1/11,,QUALITY CONTROL- HAND TOOLS,Quality Control Services: Hand Tools,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H152,10/1/11,,QUALITY CONTROL- MEASURING TOOLS,Quality Control Services: Measuring Tool,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H154,10/1/11,,QUALITY CONTROL- PREFABRICATED STRUCTURES  AND SCAFFOLDING,Quality Control Services: Prefabricated Structures  and Scaffolding,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H155,10/1/11,,"QUALITY CONTROL- LUMBER, MILLWORK, PLYWOOD, AND VENEER","Quality Control Services: Lumber, Millwork, Plywood, and Veneer",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H156,10/1/11,,QUALITY CONTROL- CONSTRUCTION AND BUILDING MATERIALS,Quality Control Services: Construction and Building Materials,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H165,10/1/11,,"QUALITY CONTROL- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES","Quality Control Services: Medical, Dental, and Veterinary Equipment and Supplies",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H166,10/1/11,,QUALITY CONTROL- INSTRUMENTS AND LABORATORY EQUIPMENT,Quality Control Services: Instruments and Laboratory Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H167,10/1/11,,QUALITY CONTROL- PHOTOGRAPHIC EQUIPMENT,Quality Control Services: Photographic Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H171,10/1/11,,QUALITY CONTROL- FURNITURE,Quality Control Services: Furniture,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H172,10/1/11,,QUALITY CONTROL- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,Quality Control Services: Household and Commercial Furnishings and Appliances,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H173,10/1/11,,QUALITY CONTROL- FOOD PREPARATION AND SERVING EQUIPMENT,Quality Control Services: Food Preparation and Serving Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H174,10/1/11,,"QUALITY CONTROL- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT","Quality Control Services: Office Machines, Text Processing Systems and Visible Record Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H175,10/1/11,,QUALITY CONTROL- OFFICE SUPPLIES AND DEVICES,Quality Control Services: Office Supplies and Devices,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H176,10/1/11,,"QUALITY CONTROL- BOOKS, MAPS, AND OTHER PUBLICATIONS","Quality Control Services: Books, Maps, and Other Publications",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H177,10/1/11,,QUALITY CONTROL- MUSICAL INST/PHONOGRAPH/HOME RADIO,"Quality Control Services: Musical Instruments, Phonographs, and Home Type Radios",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H178,10/1/11,,QUALITY CONTROL- RECREATIONAL AND ATHLETIC EQUIPMENT,Quality Control Services: Recreational and Athletic Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H179,10/1/11,,QUALITY CONTROL- CLEANING EQUIPMENT AND SUPPLIES,Quality Control Services: Cleaning Equipment and Supplies,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H183,10/1/11,,"QUALITY CONTROL- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS","Quality Control Services: Textiles, Leather, Furs, Apparel and Shoe Findings, Tents and Flags",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H184,10/1/11,,"QUALITY CONTROL- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA","Quality Control Services: Clothing, Individual Equipment, and Insignia",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H185,10/1/11,,QUALITY CONTROL- TOILETRIES,Quality Control Services: Toiletries,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H187,10/1/11,,QUALITY CONTROL- AGRICULTURAL SUPPLIES,Quality Control Services: Agricultural Supplies,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H188,10/1/11,,QUALITY CONTROL- LIVE ANIMALS,Quality Control Services: Live Animals,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H189,10/1/11,,QUALITY CONTROL- SUBSISTENCE,Quality Control Services: Subsistence,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H222,10/1/11,,EQUIPMENT AND MATERIALS TESTING- RAILWAY EQUIPMENT,Equipment and Materials Testing: Railway Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H232,10/1/11,,EQUIPMENT AND MATERIALS TESTING- WOODWORKING MACHINERY AND EQUIPMENT,Equipment and Materials Testing: Woodworking Machinery and Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H234,10/1/11,,EQUIPMENT AND MATERIALS TESTING- METALWORKING MACHINERY,Equipment and Materials Testing: Metalworking Machinery,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H235,10/1/11,,EQUIPMENT AND MATERIALS TESTING- SERVICE AND TRADE EQUIPMENT,Equipment and Materials Testing: Service and Trade Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H236,10/1/11,,EQUIPMENT AND MATERIALS TESTING- SPECIAL INDUSTRY MACHINERY,Equipment and Materials Testing: Special Industry Machinery,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H237,10/1/11,,EQUIPMENT AND MATERIALS TESTING- AGRICULTURAL MACHINERY AND EQUIPMENT,Equipment and Materials Testing: Agricultural Machinery and Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H238,10/1/11,,"EQUIPMENT AND MATERIALS TESTING- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT","Equipment and Materials Testing: Construction, Mining, Excavating, and Highway Maintenance Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H239,10/1/11,,EQUIPMENT AND MATERIALS TESTING- MATERIALS HANDLING EQUIPMENT,Equipment and Materials Testing: Materials Handling Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H240,10/1/11,,"EQUIPMENT AND MATERIALS TESTING- ROPE, CABLE, CHAIN, AND FITTINGS","Equipment and Materials Testing: Rope, Cable, Chain, and Fittings",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H241,10/1/11,,"EQUIPMENT AND MATERIALS TESTING- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","Equipment and Materials Testing: Refrigeration, Air Conditioning, and Air Circulating Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H242,10/1/11,,EQUIP/MATERIALS TESTING- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS,"Equipment and Materials Testing: Fire Fighting, Rescue, and Safety Equipment; and Environmental Protection Equipment and Materials",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H245,10/1/11,,"EQUIPMENT AND MATERIALS TESTING- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","Equipment and Materials Testing: Plumbing, Heating, and Waste Disposal Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H249,10/1/11,,EQUIPMENT AND MATERIALS TESTING- MAINTENANCE AND REPAIR SHOP EQUIPMENT,Equipment and Materials Testing: Maintenance and Repair Shop Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H251,10/1/11,,EQUIPMENT AND MATERIALS TESTING- HAND TOOLS,Equipment and Materials Testing: Hand Tools,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H252,10/1/11,,EQUIPMENT AND MATERIALS TESTING- MEASURING TOOLS,Equipment and Materials Testing: Measuring Tool,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H254,10/1/11,,EQUIPMENT AND MATERIALS TESTING- PREFABRICATED STRUCTURES  AND SCAFFOLDING,Equipment and Materials Testing: Prefabricated Structures  and Scaffolding,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H255,10/1/11,,"EQUIPMENT AND MATERIALS TESTING- LUMBER, MILLWORK, PLYWOOD, AND VENEER","Equipment and Materials Testing: Lumber, Millwork, Plywood, and Veneer",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H256,10/1/11,,EQUIPMENT AND MATERIALS TESTING- CONSTRUCTION AND BUILDING MATERIALS,Equipment and Materials Testing: Construction and Building Materials,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H265,10/1/11,,"EQUIPMENT AND MATERIALS TESTING- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES","Equipment and Materials Testing: Medical, Dental, and Veterinary Equipment and Supplies",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H266,10/1/11,,EQUIPMENT AND MATERIALS TESTING- INSTRUMENTS AND LABORATORY EQUIPMENT,Equipment and Materials Testing: Instruments and Laboratory Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H267,10/1/11,,EQUIPMENT AND MATERIALS TESTING- PHOTOGRAPHIC EQUIPMENT,Equipment and Materials Testing: Photographic Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H271,10/1/11,,EQUIPMENT AND MATERIALS TESTING- FURNITURE,Equipment and Materials Testing: Furniture,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H272,10/1/11,,EQUIPMENT AND MATERIALS TESTING- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,Equipment and Materials Testing: Household and Commercial Furnishings and Appliances,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H273,10/1/11,,EQUIPMENT AND MATERIALS TESTING- FOOD PREPARATION AND SERVING EQUIPMENT,Equipment and Materials Testing: Food Preparation and Serving Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H274,10/1/11,,"EQUIPMENT/MATERIALS TESTING- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT","Equipment and Materials Testing: Office Machines, Text Processing Systems and Visible Record Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H275,10/1/11,,EQUIPMENT AND MATERIALS TESTING- OFFICE SUPPLIES AND DEVICES,Equipment and Materials Testing: Office Supplies and Devices,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H276,10/1/11,,"EQUIPMENT AND MATERIALS TESTING- BOOKS, MAPS, AND OTHER PUBLICATIONS","Equipment and Materials Testing: Books, Maps, and Other Publications",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H277,10/1/11,,EQUIPMENT AND MATERIALS TESTING- MUSICAL INST/PHONOGRAPH/HOME RADIO,"Equipment and Materials Testing: Musical Instruments, Phonographs, and Home Type Radios",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H278,10/1/11,,EQUIPMENT AND MATERIALS TESTING- RECREATIONAL AND ATHLETIC EQUIPMENT,Equipment and Materials Testing: Recreational and Athletic Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H279,10/1/11,,EQUIPMENT AND MATERIALS TESTING- CLEANING EQUIPMENT AND SUPPLIES,Equipment and Materials Testing: Cleaning Equipment and Supplies,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H283,10/1/11,,"EQUIPMENT AND MATERIALS TESTING- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS","Equipment and Materials Testing: Textiles, Leather, Furs, Apparel and Shoe Findings, Tents and Flags",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H284,10/1/11,,"EQUIPMENT AND MATERIALS TESTING- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA","Equipment and Materials Testing: Clothing, Individual Equipment, and Insignia",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H285,10/1/11,,EQUIPMENT AND MATERIALS TESTING- TOILETRIES,Equipment and Materials Testing: Toiletries,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H287,10/1/11,,EQUIPMENT AND MATERIALS TESTING- AGRICULTURAL SUPPLIES,Equipment and Materials Testing: Agricultural Supplies,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H288,10/1/11,,EQUIPMENT AND MATERIALS TESTING- LIVE ANIMALS,Equipment and Materials Testing: Live Animals,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H289,10/1/11,,EQUIPMENT AND MATERIALS TESTING- SUBSISTENCE,Equipment and Materials Testing: Subsistence,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H322,10/1/11,,INSPECTION- RAILWAY EQUIPMENT,Inspection and Laboratory Services (except medical/dental): Railway Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H332,10/1/11,,INSPECTION- WOODWORKING MACHINERY AND EQUIPMENT,Inspection and Laboratory Services (except medical/dental): Woodworking Machinery and Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H334,10/1/11,,INSPECTION- METALWORKING MACHINERY,Inspection and Laboratory Services (except medical/dental): Metalworking Machinery,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H335,10/1/11,,INSPECTION- SERVICE AND TRADE EQUIPMENT,Inspection and Laboratory Services (except medical/dental): Service and Trade Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H336,10/1/11,,INSPECTION- SPECIAL INDUSTRY MACHINERY,Inspection and Laboratory Services (except medical/dental): Special Industry Machinery,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H337,10/1/11,,INSPECTION- AGRICULTURAL MACHINERY AND EQUIPMENT,Inspection and Laboratory Services (except medical/dental): Agricultural Machinery and Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H338,10/1/11,,"INSPECTION- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT","Inspection and Laboratory Services (except medical/dental): Construction, Mining, Excavating, and Highway Maintenance Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H339,10/1/11,,INSPECTION- MATERIALS HANDLING EQUIPMENT,Inspection and Laboratory Services (except medical/dental): Materials Handling Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H340,10/1/11,,"INSPECTION- ROPE, CABLE, CHAIN, AND FITTINGS","Inspection and Laboratory Services (except medical/dental): Rope, Cable, Chain, and Fittings",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H341,10/1/11,,"INSPECTION- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","Inspection and Laboratory Services (except medical/dental): Refrigeration, Air Conditioning, and Air Circulating Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H342,10/1/11,,INSPECTION- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS,"Inspection and Laboratory Services (except medical/dental): Fire Fighting, Rescue, and Safety Equipment; and Environmental Protection Equipment and Materials",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H345,10/1/11,,"INSPECTION- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","Inspection and Laboratory Services (except medical/dental): Plumbing, Heating, and Waste Disposal Equipment",,,
